placeID,hours,days
132970,20:00-03:30;,Sat;
132970,20:00-02:00;,Sun;
132969,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132969,15:00-23:30;,Sat;
132969,15:00-23:30;,Sun;
132968,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132968,15:00-23:30;,Sat;
132968,15:00-23:30;,Sun;
132967,21:00-03:00;,Mon;Tue;Wed;Thu;Fri;
132967,21:00-03:00;,Sat;
132967,21:00-03:00;,Sun;
132966,15:00-03:00;,Mon;Tue;Wed;Thu;Fri;
132966,15:00-03:00;,Sat;
132966,17:00-03:00;,Sun;
132965,17:00-03:00;,Mon;Tue;Wed;Thu;Fri;
132965,17:00-03:00;,Sat;
132965,17:00-03:00;,Sun;
132964,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132964,12:00-23:30;,Sat;
132964,12:00-23:30;,Sun;
132963,10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132963,10:00-22:00;,Sat;
132963,10:00-22:00;,Sun;
132962,08:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132962,08:00-18:00;,Sat;
132962,08:00-18:00;,Sun;
132961,18:00-07:00;,Mon;Tue;Wed;Thu;Fri;
132961,18:00-07:00;,Sat;
132961,18:00-07:00;,Sun;
132960,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132960,08:00-19:00;,Sat;
132960,08:00-19:00;,Sun;
132959,19:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132959,19:00-23:30;,Sat;
132959,19:00-23:30;,Sun;
132958,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132958,10:00-23:30;,Sat;
132958,10:00-23:30;,Sun;
132957,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132957,10:00-23:00;,Sat;
132957,10:00-23:00;,Sun;
132956,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132956,12:00-22:30;,Sat;
132956,12:00-21:00;,Sun;
132955,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132955,00:00-23:30;,Sat;
132955,00:00-23:30;,Sun;
132954,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132954,08:00-15:30;,Sat;
132954,08:00-13:00;,Sun;
132953,10:00-17:00;,Mon;Tue;Wed;Thu;Fri;
132953,10:00-17:30;,Sat;
132953,10:00-17:30;,Sun;
132951,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132951,00:00-23:30;,Sat;
132951,00:00-23:30;,Sun;
132950,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132950,00:00-23:30;,Sat;
132950,00:00-23:30;,Sun;
132948,08:00-12:00;,Mon;Tue;Wed;Thu;Fri;
132948,08:00-12:00;,Sat;
132948,08:00-12:00;,Sun;
132947,12:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132947,12:00-20:00;,Sat;
132947,12:00-20:00;,Sun;
132946,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132946,00:00-23:30;,Sat;
132946,00:00-23:30;,Sun;
132945,09:00-17:00;,Mon;Tue;Wed;Thu;Fri;
132945,09:00-18:00;,Sat;
132945,09:00-17:00;,Sun;
132944,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132944,12:00-19:00;,Sat;
132944,12:00-19:00;,Sun;
132943,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132943,00:00-23:30;,Sat;
132943,00:00-23:30;,Sun;
132942,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132942,12:00-19:00;,Sat;
132942,12:00-18:00;,Sun;
132941,15:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132941,15:00-21:00;,Sat;
132941,15:00-21:00;,Sun;
132940,21:00-01:00;,Mon;Tue;Wed;Thu;Fri;
132940,21:00-01:30;,Sat;
132940,21:00-00:00;,Sun;
132939,10:00-14:30;,Mon;Tue;Wed;Thu;Fri;
132939,10:00-14:30;,Sat;
132939,00:00-23:30;,Sun;
132938,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
132938,11:00-16:00;,Sat;
132938,11:00-16:00;,Sun;
132937,21:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132937,21:00-02:00;,Sat;
132937,16:00-23:30;,Sun;
132936,09:30-16:00;,Mon;Tue;Wed;Thu;Fri;
132936,09:30-16:00;,Sat;
132936,00:00-23:30;,Sun;
132935,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
132935,12:00-17:00;,Sat;
132935,12:00-17:00;,Sun;
132934,09:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132934,09:00-18:00;,Sat;
132934,09:00-18:00;,Sun;
132933,19:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132933,19:00-04:00;,Sat;
132933,19:00-02:00;,Sun;
132932,11:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132932,10:00-23:30;,Sat;
132932,10:30-20:00;,Sun;
132931,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132931,08:00-22:00;,Sat;
132931,08:00-22:00;,Sun;
132930,10:00-14:30;,Mon;Tue;Wed;Thu;Fri;
132930,10:00-14:30;,Sat;
132930,00:00-00:00;,Sun;
132929,08:00-14:00;,Mon;Tue;Wed;Thu;Fri;
132929,08:00-14:00;,Sat;
132929,08:00-14:00;,Sun;
132928,06:30-17:00;,Mon;Tue;Wed;Thu;Fri;
132928,00:00-00:00;,Sat;
132928,00:00-00:00;,Sun;
132927,13:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132927,13:00-23:30;,Sat;
132927,13:00-23:30;,Sun;
132926,07:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132926,07:00-20:00;,Sat;
132926,07:00-20:00;,Sun;
132925,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132925,09:00-21:00;,Sat;
132925,09:00-21:00;,Sun;
132924,10:30-21:00;,Mon;Tue;Wed;Thu;Fri;
132924,10:30-21:00;,Sat;
132924,10:30-21:00;,Sun;
132923,04:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132923,04:30-23:30;,Sat;
132923,04:30-23:30;,Sun;
132922,19:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132922,19:00-23:00;,Sat;
132922,19:00-23:00;,Sun;
132921,01:00-20:30;,Mon;Tue;Wed;Thu;Fri;
132921,01:00-23:30;,Sat;
132921,01:00-23:30;,Sun;
132920,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132920,13:00-23:30;,Sat;
132920,02:00-23:30;,Sun;
132919,09:00-13:00;,Mon;Tue;Wed;Thu;Fri;
132919,09:00-13:00;,Sat;
132919,09:00-12:00;,Sun;
132918,09:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132918,09:00-18:00;,Sat;
132918,09:00-17:00;,Sun;
132917,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132917,09:00-21:00;,Sat;
132917,09:00-18:00;,Sun;
132916,18:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132916,18:00-23:30;,Sat;
132916,16:00-23:30;,Sun;
132915,07:00-14:00;,Mon;Tue;Wed;Thu;Fri;
132915,07:00-14:30;,Sat;
132915,07:00-14:00;,Sun;
132914,18:30-23:00;,Mon;Tue;Wed;Thu;Fri;
132914,18:00-23:30;,Sat;
132914,18:00-23:30;,Sun;
132913,13:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132913,13:00-23:30;,Sat;
132913,13:00-23:30;,Sun;
132912,07:30-14:30;,Mon;Tue;Wed;Thu;Fri;
132912,07:30-14:30;,Sat;
132912,07:30-14:30;,Sun;
132911,11:00-15:30;,Mon;Tue;Wed;Thu;Fri;
132911,11:00-15:30;,Sat;
132911,00:00-23:30;,Sun;
132910,08:00-17:00;,Mon;Tue;Wed;Thu;Fri;
132910,08:00-17:00;,Sat;
132910,08:00-17:00;,Sun;
132909,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132909,00:00-23:30;,Sat;
132909,00:00-23:30;,Sun;
132908,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132908,00:00-23:30;,Sat;
132908,00:00-23:30;,Sun;
132907,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132907,00:00-23:30;,Sat;
132907,00:00-23:30;,Sun;
132906,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132906,00:00-23:30;,Sat;
132906,00:00-23:30;,Sun;
132905,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132905,00:00-23:30;,Sat;
132905,00:00-23:30;,Sun;
132904,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132904,00:00-23:30;,Sat;
132904,00:00-23:30;,Sun;
132903,14:00-18:30;,Mon;Tue;Wed;Thu;Fri;
132903,14:00-18:30;,Sat;
132903,14:00-18:30;,Sun;
132902,19:30-02:00;,Mon;Tue;Wed;Thu;Fri;
132902,19:30-02:00;,Sat;
132902,07:30-02:00;,Sun;
132901,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132901,18:00-23:30;,Sat;
132901,18:30-23:30;,Sun;
132900,13:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132900,13:00-22:00;,Sat;
132900,14:00-22:00;,Sun;
132899,07:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132899,07:00-23:30;,Sat;
132899,07:00-23:30;,Sun;
132898,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132898,00:00-23:30;,Sat;
132898,00:00-23:30;,Sun;
132897,10:00-17:00;,Mon;Tue;Wed;Thu;Fri;
132897,10:00-17:00;,Sat;
132897,00:00-23:30;,Sun;
132896,06:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132896,06:30-23:30;,Sat;
132896,06:30-23:30;,Sun;
132895,07:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132895,07:30-23:30;,Sat;
132895,07:30-23:30;,Sun;
132894,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132894,09:00-21:00;,Sat;
132894,11:00-23:30;,Sun;
132893,07:00-13:00;,Mon;Tue;Wed;Thu;Fri;
132893,10:00-21:00;,Sat;
132893,00:00-23:30;,Sun;
132892,08:00-20:30;,Mon;Tue;Wed;Thu;Fri;
132892,10:00-20:00;,Sat;
132892,00:00-23:30;,Sun;
132891,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132891,07:00-18:30;,Sat;
132891,10:00-19:00;,Sun;
132890,09:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132890,09:00-20:00;,Sat;
132890,00:00-23:30;,Sun;
132889,10:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132889,12:00-23:30;,Sat;
132889,00:00-23:30;,Sun;
132888,08:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132888,09:00-19:00;,Sat;
132888,00:00-00:00;,Sun;
132887,09:00-23:30;,Sat;
132887,08:30-23:00;,Mon;Tue;Wed;Thu;Fri;
132887,10:00-23:30;,Sun;
132886,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132886,08:30-23:30;,Sat;
132886,08:30-23:30;,Sun;
132885,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132885,08:00-23:30;,Sat;
132885,08:00-23:30;,Sun;
132884,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132884,00:00-23:30;,Sat;
132884,00:00-23:30;,Sun;
132883,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132883,00:00-23:30;,Sat;
132883,00:00-23:30;,Sun;
132882,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132882,00:00-23:30;,Sat;
132882,00:00-23:30;,Sun;
132881,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132881,00:00-23:30;,Sat;
132881,00:00-23:30;,Sun;
132880,11:00-18:30;,Mon;Tue;Wed;Thu;Fri;
132880,10:30-19:00;,Sat;
132880,10:30-19:00;,Sun;
132879,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132879,00:00-23:30;,Sat;
132879,00:00-23:30;,Sun;
132878,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132878,00:00-23:30;,Sat;
132878,00:00-23:30;,Sun;
132877,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132877,00:00-23:30;,Sat;
132877,00:00-23:30;,Sun;
132876,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132876,00:00-23:30;,Sat;
132876,00:00-23:30;,Sun;
132875,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132875,00:00-23:30;,Sat;
132875,00:00-23:30;,Sun;
132874,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132874,00:00-23:30;,Sat;
132874,00:00-23:30;,Sun;
132873,11:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132873,11:00-22:00;,Sat;
132873,11:00-22:00;,Sun;
132872,09:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132872,09:30-21:00;,Sat;
132872,00:00-00:00;,Sun;
132871,15:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132871,15:00-23:30;,Sat;
132871,15:00-23:30;,Sun;
132870,10:30-23:00;,Mon;Tue;Wed;Thu;Fri;
132870,10:30-23:00;,Sat;
132870,10:30-23:00;,Sun;
132869,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132869,10:00-23:00;,Sat;
132869,10:00-23:00;,Sun;
132868,14:00-02:00;,Mon;Tue;Wed;Thu;Fri;
132868,14:00-02:00;,Sat;
132868,14:00-02:00;,Sun;
132867,08:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132867,08:00-23:30;,Sat;
132867,08:00-23:30;,Sun;
132866,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132866,09:00-22:00;,Sat;
132866,09:00-22:00;,Sun;
132865,08:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132865,08:00-23:00;,Sat;
132865,08:00-23:00;,Sun;
132864,20:00-01:00;,Mon;Tue;Wed;Thu;Fri;
132864,20:00-05:00;,Sat;
132864,20:00-03:00;,Sun;
132863,10:00-22:30;,Mon;Tue;Wed;Thu;Fri;
132863,10:00-22:30;,Sat;
132863,10:00-22:30;,Sun;
132862,09:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132862,09:30-23:30;,Sat;
132862,09:30-23:30;,Sun;
132861,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132861,10:00-23:30;,Sat;
132861,10:00-23:30;,Sun;
132860,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132860,10:00-23:00;,Sat;
132860,10:00-23:00;,Sun;
132859,09:30-22:00;,Mon;Tue;Wed;Thu;Fri;
132859,09:30-22:00;,Sat;
132859,09:30-22:00;,Sun;
132858,18:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132858,18:30-23:30;,Sat;
132858,18:30-23:30;,Sun;
132857,10:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132857,10:00-22:00;,Sat;
132857,10:00-22:00;,Sun;
132856,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132856,10:30-22:30;,Sat;
132856,10:30-22:30;,Sun;
132855,10:00-16:30;,Mon;Tue;Wed;Thu;Fri;
132855,10:00-16:30;,Sat;
132855,10:00-16:30;,Sun;
132854,10:30-22:00;,Mon;Tue;Wed;Thu;Fri;
132854,10:30-22:00;,Sat;
132854,10:30-22:00;,Sun;
132853,12:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132853,12:00-19:00;,Sat;
132853,00:00-00:00;,Sun;
132852,18:00-05:30;,Mon;Tue;Wed;Thu;Fri;
132852,18:00-05:30;,Sat;
132852,18:00-04:30;,Sun;
132851,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132851,09:00-22:00;,Sat;
132851,09:00-22:00;,Sun;
132850,08:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132850,08:00-22:00;,Sat;
132850,18:00-22:00;,Sun;
132849,14:00-21:00;,Mon;Tue;Wed;Thu;Fri;
132849,14:00-21:00;,Sat;
132849,14:00-21:00;,Sun;
132848,17:30-01:30;,Mon;Tue;Wed;Thu;Fri;
132848,17:30-01:30;,Sat;
132848,17:30-01:30;,Sun;
132847,20:00-01:30;,Mon;Tue;Wed;Thu;Fri;
132847,20:00-01:30;,Sat;
132847,20:00-01:30;,Sun;
132846,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132846,08:00-23:30;,Sat;
132846,08:00-23:30;,Sun;
132845,19:30-23:30;,Mon;Tue;Wed;Thu;Fri;
132845,19:30-23:30;,Sat;
132845,19:30-23:30;,Sun;
132844,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132844,00:00-23:30;,Sat;
132844,00:00-23:30;,Sun;
132843,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132843,00:00-23:30;,Sat;
132843,00:00-23:30;,Sun;
132842,19:00-04:00;,Mon;Tue;Wed;Thu;Fri;
132842,19:00-04:00;,Sat;
132842,19:00-12:00;,Sun;
132841,12:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132841,12:00-18:00;,Sat;
132841,12:00-18:00;,Sun;
132840,07:00-11:00;,Mon;Tue;Wed;Thu;Fri;
132840,07:00-11:00;,Sat;
132840,00:00-00:00;,Sun;
132839,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132839,00:00-23:30;,Sat;
132839,00:00-23:30;,Sun;
132838,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132838,00:00-23:30;,Sat;
132838,00:00-23:30;,Sun;
132837,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132837,00:00-23:30;,Sat;
132837,00:00-23:30;,Sun;
132836,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132836,00:00-23:30;,Sat;
132836,00:00-23:30;,Sun;
132835,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132835,00:00-23:30;,Sat;
132835,00:00-23:30;,Sun;
132834,08:30-15:00;,Mon;Tue;Wed;Thu;Fri;
132834,00:00-23:30;,Sat;
132834,00:00-23:30;,Sun;
132833,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132833,00:00-23:30;,Sat;
132833,00:00-23:30;,Sun;
132832,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132832,00:00-23:30;,Sat;
132832,00:00-23:30;,Sun;
132831,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132831,00:00-23:30;,Sat;
132831,00:00-23:30;,Sun;
132830,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132830,00:00-23:30;,Sat;
132830,00:00-23:30;,Sun;
132829,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132829,00:00-23:30;,Sat;
132829,00:00-23:30;,Sun;
132828,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132828,00:00-23:30;,Sat;
132828,00:00-23:30;,Sun;
132827,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132827,00:00-23:30;,Sat;
132827,00:00-23:30;,Sun;
132826,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132826,00:00-23:30;,Sat;
132826,00:00-23:30;,Sun;
132825,09:00-12:00;,Mon;Tue;Wed;Thu;Fri;
132825,09:00-12:00;,Sat;
132825,09:00-12:00;,Sun;
132824,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132824,00:00-23:30;,Sat;
132824,00:00-23:30;,Sun;
132823,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132823,00:00-23:30;,Sat;
132823,00:00-23:30;,Sun;
132822,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132822,00:00-23:30;,Sat;
132822,00:00-23:30;,Sun;
132821,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132821,00:00-23:30;,Sat;
132821,00:00-23:30;,Sun;
132820,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132820,00:00-23:30;,Sat;
132820,00:00-23:30;,Sun;
132819,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132819,00:00-23:30;,Sat;
132819,00:00-23:30;,Sun;
132818,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132818,00:00-23:30;,Sat;
132818,00:00-23:30;,Sun;
132817,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132817,00:00-23:30;,Sat;
132817,00:00-23:30;,Sun;
132816,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132816,00:00-23:30;,Sat;
132816,00:00-23:30;,Sun;
132815,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132815,00:00-23:30;,Sat;
132815,00:00-23:30;,Sun;
132813,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132813,00:00-23:30;,Sat;
132813,00:00-23:30;,Sun;
132812,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132812,00:00-23:30;,Sat;
132812,00:00-23:30;,Sun;
132811,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132811,00:00-23:30;,Sat;
132811,00:00-23:30;,Sun;
132810,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132810,00:00-23:30;,Sat;
132810,00:00-23:30;,Sun;
132809,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132809,00:00-23:30;,Sat;
132809,00:00-23:30;,Sun;
132808,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132808,00:00-23:30;,Sat;
132808,00:00-23:30;,Sun;
132807,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132807,00:00-23:30;,Sat;
132807,00:00-23:30;,Sun;
132806,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132806,00:00-23:30;,Sat;
132806,00:00-23:30;,Sun;
132805,09:00-19:00;,Sat;
132805,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132805,09:00-19:00;,Sun;
132804,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132804,00:00-23:30;,Sat;
132804,00:00-23:30;,Sun;
132803,11:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132803,11:30-23:30;,Sat;
132803,11:30-23:30;,Sun;
132802,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132802,09:30-23:30;,Sat;
132802,09:30-23:30;,Sun;
132801,12:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132801,13:30-23:30;,Sat;
132801,13:00-23:30;,Sun;
132799,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132799,10:30-23:30;,Sat;
132799,11:30-23:30;,Sun;
132798,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132798,00:00-23:30;,Sat;
132798,00:00-23:30;,Sun;
132797,10:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132797,10:00-23:30;,Sat;
132797,10:00-23:30;,Sun;
132796,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132796,00:00-23:30;,Sat;
132796,00:00-23:30;,Sun;
132795,10:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132795,09:00-23:30;,Sat;
132795,09:00-23:30;,Sun;
132794,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132794,00:00-23:30;,Sat;
132794,00:00-23:30;,Sun;
132793,10:30-22:30;,Mon;Tue;Wed;Thu;Fri;
132793,10:00-23:00;,Sat;
132793,10:00-23:00;,Sun;
132792,09:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132792,09:00-23:00;,Sat;
132792,09:00-23:00;,Sun;
132791,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132791,09:00-23:30;,Sat;
132791,09:00-23:30;,Sun;
132790,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132790,14:00-23:30;,Sat;
132790,14:00-23:30;,Sun;
132789,11:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132789,11:00-19:00;,Sat;
132789,11:00-19:00;,Sun;
132788,14:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132788,14:00-23:00;,Sat;
132788,14:00-23:00;,Sun;
132787,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132787,14:00-23:30;,Sat;
132787,14:00-23:30;,Sun;
132786,09:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132786,09:00-23:30;,Sat;
132786,09:00-23:30;,Sun;
132785,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132785,14:00-23:30;,Sat;
132785,14:00-23:30;,Sun;
132784,14:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132784,14:00-23:30;,Sat;
132784,14:00-23:30;,Sun;
132783,11:00-23:00;,Mon;Tue;Wed;Thu;Fri;
132783,11:00-23:30;,Sat;
132783,11:00-23:30;,Sun;
132782,09:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132782,10:00-18:00;,Sat;
132782,10:00-18:00;,Sun;
132781,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132781,00:00-23:30;,Sat;
132781,00:00-23:30;,Sun;
132780,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132780,00:00-23:30;,Sat;
132780,00:00-23:30;,Sun;
132779,07:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132779,07:00-20:00;,Sat;
132779,00:00-23:30;,Sun;
132778,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132778,00:00-23:30;,Sat;
132778,00:00-23:30;,Sun;
132777,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132777,00:00-23:30;,Sat;
132777,00:00-23:30;,Sun;
132776,13:00-17:00;,Mon;Tue;Wed;Thu;Fri;
132776,13:00-17:00;,Sat;
132776,00:00-23:30;,Sun;
132775,20:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132775,20:00-23:30;,Sat;
132775,20:00-23:30;,Sun;
132774,07:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132774,07:00-22:00;,Sat;
132774,07:00-22:00;,Sun;
132773,10:00-18:00;,Mon;Tue;Wed;Thu;Fri;
132773,10:00-13:00;,Sat;
132773,10:00-13:00;,Sun;
132772,17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132772,12:00-23:00;,Sat;
132772,00:00-23:30;,Sun;
132771,10:30-19:30;,Mon;Tue;Wed;Thu;Fri;
132771,10:00-19:00;,Sat;
132771,09:00-20:00;,Sun;
132770,12:00-18:30;,Mon;Tue;Wed;Thu;Fri;
132770,00:00-23:30;,Sat;
132770,00:00-23:30;,Sun;
132769,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132769,16:30-22:30;,Sat;
132769,07:00-13:30;,Sun;
132768,09:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132768,10:00-18:00;,Sat;
132768,10:00-19:00;,Sun;
132767,14:00-20:00;,Mon;Tue;Wed;Thu;Fri;
132767,14:00-23:30;,Sat;
132767,12:30-23:30;,Sun;
132766,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132766,00:00-23:30;,Sat;
132766,00:00-23:30;,Sun;
132762,00:00-00:00;,Mon;Tue;Wed;Thu;Fri;
132762,19:00-23:30;,Sat;
132762,19:00-23:30;,Sun;
132761,11:00-19:00;,Mon;Tue;Wed;Thu;Fri;
132761,10:00-21:00;,Sat;
132761,11:00-21:00;,Sun;
132760,06:00-03:00;,Mon;Tue;Wed;Thu;Fri;
132760,00:00-23:30;,Sat;
132760,00:00-23:30;,Sun;
132759,12:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132759,12:00-22:00;,Sat;
132759,12:00-22:00;,Sun;
132758,09:00-22:00;,Mon;Tue;Wed;Thu;Fri;
132758,09:00-22:00;,Sat;
132758,09:00-22:00;,Sun;
132757,17:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132757,17:00-23:30;,Sat;
132757,17:00-23:30;,Sun;
132756,08:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132756,08:00-23:30;,Sat;
132756,08:00-23:30;,Sun;
132755,00:00-23:30;,Mon;Tue;Wed;Thu;Fri;
132755,00:00-23:30;,Sat;
132755,00:00-23:30;,Sun;
